sku,pagepath,dsc_image_url,product_name
AR276AA1CLW5QNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/81/643022/1.jpg,Hot Sale New High Quality  Fashion Brand Men Small Horse Embroidery Polo Shirt Solid Color Slim Fit Shirt Men Cotton Polo Shirts -red
FA203AA1CPCAYNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/81/803914/1.jpg,Monday White Polo Tshirt ROUNDneck For Men-women
FA203MW1F4Y96NAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/85/891434/1.jpg,Unisex Fashion Personality Polo Shirt Short-sleeved T-shirt
FA203AA003JMJNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/00/165403/1.jpg,Men's Long Sleeve Color Blocking Polo Shirt - Grey/Navy
FA203AA0O2LDDNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/40/431793/1.jpg,Saturday Black Polo T Shirt Round Neck -- For Men And Women
FA203AA1FAQFWNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/86/161244/1.jpg,4 In 1 Set Of Round Neck Polo
FA203AA1ATS41NAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/78/651793/1.jpg,WEEKDAYS 5 Polo T Shirt Round Neck -- For Men And Women-
FA203AA0SUWBQNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/48/470822/1.jpg,Cool Polo Shirt - Black
FA203AA0MCTU4NAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/37/550092/1.jpg,Men Loose Round Neck Stitching Long Sleeve Polo Shirt Navy
FA203AA0X1KONNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/55/500791/1.jpg,Pocket King Navy Blue Round Neck Polo T Shirt For Men-Women
FA203AA1IOQDCNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/91/853184/1.jpg,DF BLACK Round Neck Polo T-shirt For Men/WOMEN
FA203MW0SCPKFNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/47/622255/1.jpg,Men's Polo Fear Of God Printed T-Shirt - Yellow
FA203MW16FXTANAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/71/287534/1.jpg,(4 In 1) Fashion Men's Short-sleeved T-shirt POLO Shirt
FA203AA06ENHBNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/10/761311/1.jpg,Plain White Polo T-Shirt
FA203AA0PFY6NNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/42/734543/1.jpg,4 Polo T Shirt Roundneck -- White Black Blue Grey
SI814AA0GCLSVNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/27/461983/1.jpg,Side Wind Cotton Poloshirt - Olive
FA203AA0QPVHJNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/44/877223/1.jpg,Plain MEN Blue Polo Tshirt ROUNDneck
FA203MW1GCJYMNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/87/925774/1.jpg,Men’s Polo Shirts Classic Short Sleeve Summer Slim Fit T Shirt Casual Splice Collar Tops
FA203AA0EHUU9NAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/24/347745/1.jpg,Multi Pattern Polo Shirt With Buttons & Collar -ash2
AR276AA0OSJYMNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/41/643022/1.jpg,Hot Sale New High Quality  Fashion Brand Men Small Horse Embroidery Polo Shirt Solid Color Slim Fit Shirt Men Cotton Polo Shirts  Sofo
GL421AA1AGTV9NAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/78/047541/1.jpg,Men's Polo Shirt Summer Short-sleeved Polo Shirt Breathable Casual Cotton Polos Shirt Male Slim Edition Polo-white Orange
NO723MW0H4DM9NAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/28/757745/1.jpg,Mens Plain Polo - Blue
SI814AA0DFKXRNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/22/561983/1.jpg,Side Wind Cotton Poloshirt - White
LA356AA12A572NAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/64/298702/1.jpg,L.12.12 POLO SHIRT - Rocket
FA203AA03H0J9NAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/05/832693/1.jpg,Polo Shirts Men's Casual Deer Embroidery Cotton Polo T-shirt
FA203AA16AQBJNAFAMZ,/mens-polos/,https://NG.jumia.is/8Li7NPjyv6kPxt_SwFO4Q_UdypA=/fit-in/220x220/filters:fill(white)/product/71/044543/1.jpg,Pocket SMILEY White Polo Tshirt ROUNDneck
